"protocol","port","content_length","content_type","content_charset","method","path","encoding","duration","class"
1,80,57936,"-1","-1",0,2,"-1","39.0","attack_DDoS"
2,56436,282,3,2,0,0,"-1","0.0","normal"
0,24253,431,6,0,0,1,4,"0.0023680430891244533","attack_SQLi"
1,80,47990,"-1","-1",0,0,"-1","0.0","attack_DDoS"
0,4444,0,"-1","-1",5,11,"-1","25.490052316731646","attack_Scanner"
0,20656,120,6,0,0,1,4,"0.009961188932093431","attack_SQLi"
2,59497,231,5,0,0,0,4,"4.0","normal"
0,32045,577,5,0,1,5,2,"23.62962863299144","attack_XSS"
0,80,6596,"-1","-1",0,0,"-1","52.54917165976987","attack_DDoS"
0,14578,237,8,0,1,6,0,"0.0020246115241936958","attack_BruteForce"
3,50354,0,3,0,2,2,0,"3.0","normal"
0,42970,0,"-1","-1",0,11,"-1","5.0","attack_PathTraversal"
0,13673,108,8,0,1,6,0,"43.83632542106808","attack_BruteForce"
0,39227,896,5,0,1,5,2,"53.288302661076436","attack_XSS"
0,46255,0,"-1","-1",0,11,"-1","0.007900245630904117","attack_PathTraversal"
0,42891,0,"-1","-1",0,11,"-1","28.19039732699725","attack_PathTraversal"
0,4444,0,"-1","-1",5,11,"-1","32.09029422367938","attack_Scanner"
0,21344,479,6,0,0,2,4,"0.0045275019663436455","attack_SQLi"
3,63542,0,0,0,1,4,0,"2.0","normal"
2,58486,476,1,0,1,4,"-1","25.0","normal"
0,40423,0,"-1","-1",0,11,"-1","19.0","attack_PathTraversal"
0,34280,243,5,0,1,5,2,"3.0","attack_XSS"
1,54140,0,2,0,0,0,0,"31.0","normal"
0,5555,0,"-1","-1",5,11,"-1","40.50629030629816","attack_Scanner"
0,5555,0,"-1","-1",5,11,"-1","12.777660433477857","attack_Scanner"
0,13201,138,8,0,1,6,0,"3.0","attack_BruteForce"
0,14700,292,8,0,1,6,0,"1.0","attack_BruteForce"
0,55978,364,3,0,0,0,3,"5.0","normal"
0,43778,0,"-1","-1",0,11,"-1","0.0030126212980792558","attack_PathTraversal"
2,61308,101,0,0,1,0,0,"32.0","normal"
0,39442,834,5,0,1,5,2,"34.25859342553701","attack_XSS"
0,59710,272,5,0,1,3,2,"19.0","normal"
0,52753,0,5,0,1,10,2,"5.0","normal"
0,59632,0,1,0,1,3,4,"19.0","normal"
1,57496,118,3,"-1",1,8,0,"4.0","normal"
2,54209,0,5,2,1,10,0,"11.0","normal"
0,7777,0,"-1","-1",5,11,"-1","6.0","attack_Scanner"
0,5555,0,"-1","-1",5,11,"-1","11.03241753843562","attack_Scanner"
0,22436,122,6,0,0,2,4,"36.016530673014316","attack_SQLi"
0,6666,0,"-1","-1",5,11,"-1","29.64601470855475","attack_Scanner"
0,36276,423,5,0,1,5,2,"25.0","attack_XSS"
0,11668,418,8,0,1,6,0,"23.19653953110254","attack_BruteForce"
3,64846,0,5,0,0,4,2,"16.0","normal"
0,23340,263,6,0,0,1,4,"30.37140882542625","attack_SQLi"
0,8000,97273,"-1","-1",0,6,"-1","11.0","attack_DDoS"
0,54321,438,5,0,1,3,3,"2.0","normal"
2,63507,106,1,1,0,1,0,"6.0","normal"
0,45445,0,"-1","-1",0,11,"-1","25.45676541190887","attack_PathTraversal"
0,11096,285,8,0,1,6,0,"10.739743507852426","attack_BruteForce"
0,4444,0,"-1","-1",5,11,"-1","0.0050177763228472115","attack_Scanner"
0,35139,878,5,0,1,5,2,"4.0","attack_XSS"
0,22296,302,6,0,0,2,4,"33.16265753198556","attack_SQLi"
2,65116,209,5,0,1,3,2,"3.0","normal"
0,28951,437,6,0,0,1,4,"23.18283557223193","attack_SQLi"
3,64572,0,0,0,0,2,0,"3.0","normal"
0,43676,0,"-1","-1",0,11,"-1","35.55160729257835","attack_PathTraversal"
0,64177,0,5,0,0,8,0,"1.0","normal"
2,59005,152,1,0,1,1,0,"6.0","normal"
0,56104,302,2,0,0,6,3,"11.0","normal"
0,443,10084,"-1","-1",0,6,"-1","0.006997126374654257","attack_DDoS"
0,34959,828,5,0,1,5,2,"0.005092555407889644","attack_XSS"
1,8080,77663,"-1","-1",0,2,"-1","0.0004507655427405566","attack_DDoS"
0,43360,0,"-1","-1",0,11,"-1","52.38582545746616","attack_PathTraversal"
2,64958,0,5,0,0,2,0,"45.0","normal"
1,443,32927,"-1","-1",0,2,"-1","13.0","attack_DDoS"
0,5555,0,"-1","-1",5,11,"-1","9.0","attack_Scanner"
0,14864,146,8,0,1,6,0,"0.003456234503380791","attack_BruteForce"
1,443,56335,"-1","-1",0,0,"-1","42.25941369373071","attack_DDoS"
0,54424,0,2,0,0,7,2,"13.0","normal"
0,26551,250,6,0,0,1,4,"17.578184047298336","attack_SQLi"
1,8000,79826,"-1","-1",0,6,"-1","0.003409068233350925","attack_DDoS"
0,23941,365,6,0,0,1,4,"20.65055276300181","attack_SQLi"
0,14660,480,8,0,1,6,0,"0.002192701649719099","attack_BruteForce"
0,30647,784,5,0,1,5,2,"0.007248396411463715","attack_XSS"
0,39406,731,5,0,1,5,2,"30.85977133750314","attack_XSS"
3,60843,385,2,0,0,2,2,"16.0","normal"
0,60808,263,4,2,1,0,4,"20.0","normal"
0,33955,537,5,0,1,5,2,"0.007019634785386059","attack_XSS"
0,7777,0,"-1","-1",5,11,"-1","0.0026059061497494883","attack_Scanner"
2,52381,149,5,0,0,0,"-1","9.0","normal"
0,10485,395,8,0,1,6,0,"13.0","attack_BruteForce"
0,56638,386,5,1,0,2,0,"13.0","normal"
0,7777,0,"-1","-1",5,11,"-1","27.10485380753996","attack_Scanner"
0,22893,400,6,0,0,2,4,"5.0","attack_SQLi"
0,49266,279,5,0,0,1,4,"1.0","normal"
2,61721,0,1,0,0,6,2,"0.0","normal"
0,26892,412,6,0,0,1,4,"59.61572426534428","attack_SQLi"
2,55228,198,1,0,0,0,0,"8.0","normal"
3,59190,0,1,0,0,10,0,"4.0","normal"
0,39183,423,5,0,1,5,2,"8.0","attack_XSS"
2,57273,307,0,0,0,3,2,"40.0","normal"
0,6666,0,"-1","-1",5,11,"-1","15.0","attack_Scanner"
0,7777,0,"-1","-1",5,11,"-1","0.000543792671264911","attack_Scanner"
0,56197,442,0,2,0,2,0,"3.0","normal"
0,49549,248,5,"-1",1,2,0,"4.0","normal"
0,50242,183,5,0,0,4,2,"13.0","normal"
0,80,22893,"-1","-1",0,6,"-1","30.049275964283115","attack_DDoS"
2,49902,0,1,0,1,9,0,"9.0","normal"
2,50168,0,5,2,1,1,2,"6.0","normal"
2,55474,0,1,0,0,0,1,"23.0","normal"
1,8080,23921,"-1","-1",0,2,"-1","16.223797690447185","attack_DDoS"
2,55117,113,"-1","-1",0,0,2,"0.0","normal"
2,52949,0,3,0,0,7,3,"10.0","normal"
2,55041,0,4,0,0,4,0,"3.0","normal"
0,28284,392,6,0,0,2,4,"20.0","attack_SQLi"
1,8000,62080,"-1","-1",0,0,"-1","57.27272467678072","attack_DDoS"
0,22445,250,6,0,0,2,4,"0.005809366377230858","attack_SQLi"
0,80,85381,"-1","-1",0,0,"-1","52.48212419113424","attack_DDoS"
0,12666,360,8,0,1,6,0,"3.0","attack_BruteForce"
1,49214,400,5,0,0,0,0,"6.0","normal"
0,10647,463,8,0,1,6,0,"32.143303604544826","attack_BruteForce"
0,10576,437,8,0,1,6,0,"4.0","attack_BruteForce"
0,5555,0,"-1","-1",5,11,"-1","0.00873103084313109","attack_Scanner"
0,18638,238,8,0,1,6,0,"56.603731568423335","attack_BruteForce"
0,44054,0,"-1","-1",0,11,"-1","0.002177832435128977","attack_PathTraversal"
0,29524,287,6,0,0,1,4,"26.578771549801935","attack_SQLi"
0,28935,271,6,0,0,2,4,"45.883211600091734","attack_SQLi"
2,64795,241,1,1,0,0,0,"5.0","normal"
3,52946,130,0,0,0,4,0,"7.0","normal"
0,12037,226,8,0,1,6,0,"0.007961702516159748","attack_BruteForce"
1,8080,85380,"-1","-1",0,6,"-1","0.003112284461750183","attack_DDoS"
0,38702,709,5,0,1,5,2,"18.692754165057497","attack_XSS"
0,15787,186,8,0,1,6,0,"0.001985890457855137","attack_BruteForce"
1,80,49653,"-1","-1",0,0,"-1","53.787009757718764","attack_DDoS"
0,33691,975,5,0,1,5,2,"51.40606730828118","attack_XSS"
2,64856,291,2,0,0,0,2,"7.0","normal"
0,36908,453,5,0,1,5,2,"0.008553911580215593","attack_XSS"
1,65053,328,4,0,1,0,2,"9.0","normal"
0,8000,33718,"-1","-1",0,2,"-1","36.22576949059781","attack_DDoS"
3,58340,234,4,2,0,0,0,"0.0","normal"
2,57794,0,4,0,0,4,0,"4.0","normal"
0,20586,410,6,0,0,1,4,"12.0","attack_SQLi"
0,32663,724,5,0,1,5,2,"0.0","attack_XSS"
0,57457,376,5,0,0,8,0,"15.0","normal"
2,60958,489,5,0,0,0,2,"8.0","normal"
0,19820,403,8,0,1,6,0,"17.0","attack_BruteForce"
0,51158,0,5,1,1,0,3,"4.0","normal"
2,59145,0,0,1,0,0,0,"2.0","normal"
0,56865,119,3,0,0,0,0,"7.0","normal"
0,4444,0,"-1","-1",5,11,"-1","4.0","attack_Scanner"
1,8000,11583,"-1","-1",0,0,"-1","49.35994288609152","attack_DDoS"
0,5555,0,"-1","-1",5,11,"-1","3.0","attack_Scanner"
2,49802,160,5,0,0,1,2,"9.0","normal"
2,60881,161,5,0,0,2,"-1","4.0","normal"
2,53500,335,3,0,4,2,3,"7.0","normal"
0,10335,325,8,0,1,6,0,"0.007506054924318316","attack_BruteForce"
2,50522,263,1,0,0,0,0,"66.0","normal"
0,13435,289,8,0,1,6,0,"55.8556886836102","attack_BruteForce"
0,12027,225,8,0,1,6,0,"12.0","attack_BruteForce"
2,49417,0,5,0,0,3,0,"1.0","normal"
0,31200,746,5,0,1,5,2,"17.0","attack_XSS"
2,58068,0,3,"-1",0,10,0,"5.0","normal"
0,31760,683,5,0,1,5,2,"20.0","attack_XSS"
0,47654,0,"-1","-1",0,11,"-1","9.0","attack_PathTraversal"
0,44042,0,"-1","-1",0,11,"-1","0.009287611525147767","attack_PathTraversal"
0,45294,0,"-1","-1",0,11,"-1","57.028531077707264","attack_PathTraversal"
0,47059,0,"-1","-1",0,11,"-1","0.0018525953331113522","attack_PathTraversal"
2,62719,410,5,0,0,2,0,"1.0","normal"
0,7777,0,"-1","-1",5,11,"-1","26.01194958238448","attack_Scanner"
2,49175,297,5,1,5,2,2,"38.0","normal"
0,49851,385,5,0,0,8,0,"9.0","normal"
0,5555,0,"-1","-1",5,11,"-1","2.0","attack_Scanner"
0,16057,351,8,0,1,6,0,"18.397443183403336","attack_BruteForce"
0,56572,0,2,2,0,0,0,"4.0","normal"
0,20807,75,6,0,0,1,4,"36.984856802545096","attack_SQLi"
2,50984,275,5,0,0,7,2,"2.0","normal"
0,4444,0,"-1","-1",5,11,"-1","0.005067756049618678","attack_Scanner"
0,6666,0,"-1","-1",5,11,"-1","2.0","attack_Scanner"
1,63932,408,0,0,0,7,3,"17.0","normal"
1,443,80160,"-1","-1",0,2,"-1","0.0074258708841223675","attack_DDoS"
1,64713,106,5,0,1,0,4,"3.0","normal"
0,52163,343,5,0,0,9,2,"1.0","normal"
0,24651,402,6,0,0,2,4,"10.0","attack_SQLi"
0,44743,0,"-1","-1",0,11,"-1","3.0","attack_PathTraversal"
0,26662,396,6,0,0,1,4,"0.0024587897397812886","attack_SQLi"
0,34509,434,5,0,1,5,2,"0.003485385347898521","attack_XSS"
0,27137,281,6,0,0,2,4,"26.0","attack_SQLi"
2,63872,0,5,0,1,4,1,"8.0","normal"
0,28361,165,6,0,0,2,4,"28.0","attack_SQLi"
3,54585,0,5,"-1",1,2,2,"0.0","normal"
1,61011,420,5,0,0,0,0,"5.0","normal"
0,8000,92023,"-1","-1",0,6,"-1","2.0","attack_DDoS"
0,57852,131,1,0,0,2,0,"15.0","normal"
0,443,35373,"-1","-1",0,0,"-1","0.007083729565568952","attack_DDoS"
1,58607,119,5,0,1,4,0,"3.0","normal"
0,41805,0,"-1","-1",0,11,"-1","0.0037505292141578207","attack_PathTraversal"
0,36209,615,5,0,1,5,2,"57.35936759927957","attack_XSS"
1,64881,0,4,2,1,10,2,"15.0","normal"
0,50956,0,0,0,3,2,4,"2.0","normal"
0,443,60085,"-1","-1",0,6,"-1","1.0","attack_DDoS"
0,7777,0,"-1","-1",5,11,"-1","1.0","attack_Scanner"
0,25574,178,6,0,0,1,4,"0.004335732054978875","attack_SQLi"
0,29984,216,6,0,0,1,4,"21.274157358936783","attack_SQLi"
2,59711,434,3,"-1",0,1,0,"10.0","normal"
0,42652,0,"-1","-1",0,11,"-1","49.17558997634807","attack_PathTraversal"
0,26928,54,6,0,0,1,4,"3.0","attack_SQLi"
0,53923,473,1,0,0,3,2,"3.0","normal"
0,42092,0,"-1","-1",0,11,"-1","14.0","attack_PathTraversal"
1,8000,77095,"-1","-1",0,0,"-1","0.0033100855250568395","attack_DDoS"
2,65232,187,5,0,0,3,0,"1.0","normal"
0,56698,0,4,"-1",1,3,0,"0.0","normal"
0,7777,0,"-1","-1",5,11,"-1","5.0","attack_Scanner"
1,50020,156,5,0,1,0,0,"8.0","normal"
0,51156,448,0,0,0,8,0,"6.0","normal"
0,57989,0,1,0,0,1,4,"2.0","normal"
0,36557,705,5,0,1,5,2,"0.0026219158681631007","attack_XSS"
0,13481,292,8,0,1,6,0,"0.0077358857878373054","attack_BruteForce"
0,44772,0,"-1","-1",0,11,"-1","38.73962410566501","attack_PathTraversal"
0,6666,0,"-1","-1",5,11,"-1","0.00340916069239547","attack_Scanner"
2,49831,133,5,0,0,2,"-1","20.0","normal"
0,35249,435,5,0,1,5,2,"14.992177627027377","attack_XSS"
0,11459,367,8,0,1,6,0,"0.006964710235548248","attack_BruteForce"
0,57782,440,4,0,0,0,2,"0.0","normal"
0,30253,473,5,0,1,5,2,"48.585173658727186","attack_XSS"
0,15146,120,8,0,1,6,0,"37.08490775383156","attack_BruteForce"
0,30119,610,5,0,1,5,2,"30.71435497199149","attack_XSS"
0,39162,984,5,0,1,5,2,"0.004514124548225683","attack_XSS"
1,64669,0,5,0,0,6,0,"6.0","normal"
0,61964,0,1,0,0,6,2,"0.0","normal"
2,52020,0,2,0,0,0,0,"3.0","normal"
0,8000,21312,"-1","-1",0,6,"-1","9.0","attack_DDoS"
0,48665,0,"-1","-1",0,11,"-1","7.0","attack_PathTraversal"
2,61076,312,1,0,0,0,0,"0.0","normal"
0,48197,0,"-1","-1",0,11,"-1","19.25124887773881","attack_PathTraversal"
0,8000,50332,"-1","-1",0,2,"-1","51.44670847496902","attack_DDoS"
1,63621,261,1,0,0,2,0,"1.0","normal"
1,80,31843,"-1","-1",0,6,"-1","7.0","attack_DDoS"
1,443,68322,"-1","-1",0,6,"-1","14.0","attack_DDoS"
0,7777,0,"-1","-1",5,11,"-1","48.16786056984498","attack_Scanner"
2,63123,228,3,0,0,2,0,"7.0","normal"
0,63693,0,5,0,1,9,2,"5.0","normal"
0,36096,917,5,0,1,5,2,"0.005567102574894326","attack_XSS"
0,26698,275,6,0,0,2,4,"0.009038138660596532","attack_SQLi"
0,4444,0,"-1","-1",5,11,"-1","15.848423230599787","attack_Scanner"
0,25518,288,6,0,0,1,4,"29.0","attack_SQLi"
0,8000,69569,"-1","-1",0,6,"-1","20.105897315048","attack_DDoS"
0,12340,234,8,0,1,6,0,"0.005175363408668901","attack_BruteForce"
2,63488,251,2,0,0,3,0,"6.0","normal"
0,31746,626,5,0,1,5,2,"0.009799889416109379","attack_XSS"
1,80,36727,"-1","-1",0,0,"-1","6.0","attack_DDoS"
0,24671,173,6,0,0,1,4,"1.0","attack_SQLi"
0,34468,887,5,0,1,5,2,"23.0","attack_XSS"
0,8000,93297,"-1","-1",0,2,"-1","16.13730966689554","attack_DDoS"
0,24400,60,6,0,0,1,4,"39.55163531739154","attack_SQLi"
1,80,18271,"-1","-1",0,6,"-1","13.96972007038866","attack_DDoS"
0,58708,113,3,2,0,1,0,"18.0","normal"
0,5555,0,"-1","-1",5,11,"-1","54.84372257348478","attack_Scanner"
0,29754,171,6,0,0,1,4,"5.0","attack_SQLi"
0,17957,382,8,0,1,6,0,"0.004983554604601351","attack_BruteForce"
1,8080,37332,"-1","-1",0,6,"-1","31.724644158084196","attack_DDoS"
0,21185,305,6,0,0,2,4,"29.397415940616913","attack_SQLi"
0,27528,87,6,0,0,2,4,"9.0","attack_SQLi"
0,18415,361,8,0,1,6,0,"2.0","attack_BruteForce"
2,64146,396,5,0,0,8,4,"1.0","normal"
1,60867,358,3,2,0,6,0,"1.0","normal"
0,61204,398,0,0,0,0,2,"6.0","normal"
0,35002,634,5,0,1,5,2,"50.40888203537889","attack_XSS"
0,64953,0,1,0,0,0,2,"2.0","normal"
0,32569,520,5,0,1,5,2,"27.803231163090842","attack_XSS"
1,443,66954,"-1","-1",0,2,"-1","0.007619583909378544","attack_DDoS"
0,47255,0,"-1","-1",0,11,"-1","7.0","attack_PathTraversal"
0,45840,0,"-1","-1",0,11,"-1","0.0074254449021514445","attack_PathTraversal"
0,47732,0,"-1","-1",0,11,"-1","1.0","attack_PathTraversal"
2,60615,336,5,0,0,2,0,"23.0","normal"
0,7777,0,"-1","-1",5,11,"-1","0.0053336489328955775","attack_Scanner"
2,53784,139,5,0,0,2,0,"6.0","normal"
3,55236,336,6,0,1,2,0,"12.0","normal"
0,8080,75564,"-1","-1",0,0,"-1","18.0","attack_DDoS"
2,56280,311,4,0,0,2,0,"8.0","normal"
0,80,53239,"-1","-1",0,0,"-1","0.004743568553024238","attack_DDoS"
2,50238,179,4,0,2,3,2,"6.0","normal"
0,20044,481,6,0,0,1,4,"18.0","attack_SQLi"
0,8000,84026,"-1","-1",0,0,"-1","0.004100217441123418","attack_DDoS"
1,59155,0,5,0,0,2,0,"8.0","normal"
0,4444,0,"-1","-1",5,11,"-1","23.454729652025023","attack_Scanner"
0,48946,0,"-1","-1",0,11,"-1","41.0","attack_PathTraversal"
0,38248,392,5,0,1,5,2,"0.0017411558612219814","attack_XSS"
0,27715,151,6,0,0,2,4,"0.009257657683843934","attack_SQLi"
0,24213,221,6,0,0,2,4,"29.75268611262061","attack_SQLi"
0,6666,0,"-1","-1",5,11,"-1","5.0","attack_Scanner"
0,4444,0,"-1","-1",5,11,"-1","49.636593547809895","attack_Scanner"
1,80,40802,"-1","-1",0,2,"-1","21.00968827613736","attack_DDoS"
0,20534,351,6,0,0,1,4,"53.958919354465685","attack_SQLi"
1,8080,68642,"-1","-1",0,2,"-1","0.0040949458969516805","attack_DDoS"
0,8080,81963,"-1","-1",0,0,"-1","32.05317164472232","attack_DDoS"
0,29871,398,6,0,0,2,4,"12.0","attack_SQLi"
0,53692,261,5,0,1,4,2,"24.0","normal"
0,40176,0,"-1","-1",0,11,"-1","0.004910907374578361","attack_PathTraversal"
0,37209,305,5,0,1,5,2,"0.003112247623291278","attack_XSS"
0,443,43528,"-1","-1",0,2,"-1","37.0","attack_DDoS"
0,60576,275,1,0,0,0,0,"10.0","normal"
0,52339,251,4,0,0,0,4,"2.0","normal"
0,12616,352,8,0,1,6,0,"2.0","attack_BruteForce"
1,65105,0,1,0,0,0,0,"14.0","normal"
0,5555,0,"-1","-1",5,11,"-1","3.0","attack_Scanner"
2,56804,0,0,0,0,6,0,"17.0","normal"
0,61182,369,4,0,0,0,0,"8.0","normal"
0,32066,880,5,0,1,5,2,"17.509437562608568","attack_XSS"
2,59910,0,1,0,0,8,0,"3.0","normal"
1,49465,149,5,0,0,0,0,"6.0","normal"
0,34761,513,5,0,1,5,2,"1.0","attack_XSS"
0,8000,11589,"-1","-1",0,0,"-1","0.005245548403103456","attack_DDoS"
0,7777,0,"-1","-1",5,11,"-1","0.0012718042652101113","attack_Scanner"
0,15377,207,8,0,1,6,0,"34.48689724105366","attack_BruteForce"
2,65177,0,2,0,4,2,3,"2.0","normal"
0,37503,540,5,0,1,5,2,"29.900440598694026","attack_XSS"
0,22213,205,6,0,0,2,4,"33.7010659326765","attack_SQLi"
0,4444,0,"-1","-1",5,11,"-1","6.0","attack_Scanner"
0,45549,0,"-1","-1",0,11,"-1","0.008649961381596686","attack_PathTraversal"
2,56213,172,5,0,0,2,0,"7.0","normal"
0,5555,0,"-1","-1",5,11,"-1","0.005606719947430622","attack_Scanner"
0,42006,0,"-1","-1",0,11,"-1","31.93474341158116","attack_PathTraversal"
2,56496,200,4,0,0,6,3,"17.0","normal"
0,26204,443,6,0,0,2,4,"26.0","attack_SQLi"
0,22600,344,6,0,0,2,4,"9.0","attack_SQLi"
0,8000,75843,"-1","-1",0,0,"-1","30.56199713582742","attack_DDoS"
0,19054,302,8,0,1,6,0,"20.498215880631633","attack_BruteForce"
0,4444,0,"-1","-1",5,11,"-1","36.85644588224979","attack_Scanner"
0,45436,0,"-1","-1",0,11,"-1","50.841223552653766","attack_PathTraversal"
0,45873,0,"-1","-1",0,11,"-1","0.007339984084733233","attack_PathTraversal"
0,7777,0,"-1","-1",5,11,"-1","5.0","attack_Scanner"
0,59962,379,1,0,0,6,4,"2.0","normal"
1,58775,0,5,0,4,0,2,"21.0","normal"
0,53912,0,4,0,0,7,2,"1.0","normal"
0,21739,287,6,0,0,1,4,"0.008276086981362002","attack_SQLi"
0,57266,0,0,0,0,2,0,"5.0","normal"
0,24263,201,6,0,0,2,4,"3.0","attack_SQLi"
0,443,67396,"-1","-1",0,6,"-1","0.008472881180643703","attack_DDoS"
2,50383,345,5,0,0,10,4,"5.0","normal"
0,17943,180,8,0,1,6,0,"5.0","attack_BruteForce"
0,13631,277,8,0,1,6,0,"0.008222244610900523","attack_BruteForce"
0,80,47329,"-1","-1",0,6,"-1","59.290300879596096","attack_DDoS"
0,62817,0,1,0,0,0,"-1","4.0","normal"
0,8000,31732,"-1","-1",0,6,"-1","0.005046137580308219","attack_DDoS"
0,37402,713,5,0,1,5,2,"5.0","attack_XSS"
0,20828,59,6,0,0,1,4,"42.88311867917039","attack_SQLi"
0,7777,0,"-1","-1",5,11,"-1","0.0026387970557658212","attack_Scanner"
0,48798,0,"-1","-1",0,11,"-1","15.66222496080686","attack_PathTraversal"
0,63747,120,4,0,0,0,0,"28.0","normal"
2,55028,393,5,0,0,1,0,"3.0","normal"
0,7777,0,"-1","-1",5,11,"-1","1.0","attack_Scanner"
0,27308,440,6,0,0,1,4,"16.367855544869123","attack_SQLi"
1,64289,456,5,0,0,3,4,"58.0","normal"
0,33697,731,5,0,1,5,2,"8.0","attack_XSS"
2,51928,117,5,0,1,4,4,"1.0","normal"
0,5555,0,"-1","-1",5,11,"-1","36.0","attack_Scanner"
0,4444,0,"-1","-1",5,11,"-1","13.897608599793346","attack_Scanner"
0,6666,0,"-1","-1",5,11,"-1","37.448066692072686","attack_Scanner"
0,50013,247,5,0,0,8,3,"1.0","normal"
0,80,69994,"-1","-1",0,6,"-1","0.005541171212286026","attack_DDoS"
0,19435,365,8,0,1,6,0,"0.0015818428619914337","attack_BruteForce"
0,34813,507,5,0,1,5,2,"48.9581000612116","attack_XSS"
0,49646,0,"-1","-1",0,11,"-1","6.0","attack_PathTraversal"
0,49565,0,"-1","-1",0,11,"-1","0.00552218026298993","attack_PathTraversal"
0,10689,321,8,0,1,6,0,"0.008009573896934243","attack_BruteForce"
1,443,68008,"-1","-1",0,0,"-1","0.0039572198977492964","attack_DDoS"
0,15867,358,8,0,1,6,0,"47.72072812186844","attack_BruteForce"
0,13745,454,8,0,1,6,0,"7.0","attack_BruteForce"
0,7777,0,"-1","-1",5,11,"-1","0.0058000692788129984","attack_Scanner"
0,33221,875,5,0,1,5,2,"59.616281349822756","attack_XSS"
0,80,25131,"-1","-1",0,0,"-1","0.002092693948102131","attack_DDoS"
3,64553,441,5,2,0,2,0,"5.0","normal"
1,8080,50799,"-1","-1",0,2,"-1","0.0007392368493077539","attack_DDoS"
2,54831,0,5,0,1,0,0,"11.0","normal"
0,57082,0,3,"-1",0,9,1,"12.0","normal"
0,49611,440,6,0,0,2,2,"10.0","normal"
2,55432,381,4,0,0,2,0,"9.0","normal"
1,51893,207,3,0,0,6,0,"6.0","normal"
0,15238,211,8,0,1,6,0,"31.714376188709885","attack_BruteForce"
0,4444,0,"-1","-1",5,11,"-1","10.0","attack_Scanner"
0,60551,202,6,0,0,0,2,"26.0","normal"
0,16127,124,8,0,1,6,0,"0.00611640679487773","attack_BruteForce"
0,62115,368,1,0,0,2,3,"5.0","normal"
0,62275,210,5,0,0,2,3,"46.0","normal"
0,30603,328,5,0,1,5,2,"54.01196438879901","attack_XSS"
0,38694,922,5,0,1,5,2,"0.0006162330065737509","attack_XSS"
0,19001,436,8,0,1,6,0,"22.05330624616532","attack_BruteForce"
0,39069,543,5,0,1,5,2,"6.0","attack_XSS"
1,443,7153,"-1","-1",0,2,"-1","34.941146599667064","attack_DDoS"
1,8000,69456,"-1","-1",0,2,"-1","34.983081157436445","attack_DDoS"
0,41289,0,"-1","-1",0,11,"-1","0.0072689123479200805","attack_PathTraversal"
0,13517,447,8,0,1,6,0,"38.34560331424274","attack_BruteForce"
0,31460,543,5,0,1,5,2,"44.9278001639654","attack_XSS"
0,13073,420,8,0,1,6,0,"26.162417632785754","attack_BruteForce"
0,35245,877,5,0,1,5,2,"56.52568319503592","attack_XSS"
2,64690,100,3,0,1,1,0,"17.0","normal"
2,53035,0,3,0,0,0,2,"1.0","normal"
0,21229,152,6,0,0,1,4,"44.413698279564265","attack_SQLi"
0,10963,339,8,0,1,6,0,"20.45129236952348","attack_BruteForce"
0,34387,855,5,0,1,5,2,"22.12909617857078","attack_XSS"
0,46884,0,"-1","-1",0,11,"-1","0.005945592594212629","attack_PathTraversal"
1,443,81610,"-1","-1",0,0,"-1","28.578731698973694","attack_DDoS"
0,56766,0,3,1,1,3,0,"3.0","normal"
1,64349,164,5,0,0,2,3,"8.0","normal"
0,58952,133,5,0,0,1,1,"1.0","normal"
0,43367,0,"-1","-1",0,11,"-1","0.00259432666627171","attack_PathTraversal"
2,65398,0,5,0,0,8,2,"7.0","normal"
0,46669,0,"-1","-1",0,11,"-1","33.21492853483517","attack_PathTraversal"
2,63493,0,0,2,0,9,2,"31.0","normal"
0,35543,406,5,0,1,5,2,"37.8882715299426","attack_XSS"
0,5555,0,"-1","-1",5,11,"-1","0.0065074926771728735","attack_Scanner"
0,38353,739,5,0,1,5,2,"38.618572289719964","attack_XSS"
0,29393,273,6,0,0,2,4,"1.0","attack_SQLi"
0,19338,121,8,0,1,6,0,"0.004824692503648286","attack_BruteForce"
1,53402,0,4,"-1",0,3,4,"5.0","normal"
0,29157,115,6,0,0,1,4,"0.006518261296918547","attack_SQLi"
0,8080,50182,"-1","-1",0,2,"-1","0.0","attack_DDoS"
0,7777,0,"-1","-1",5,11,"-1","0.005617716814339595","attack_Scanner"
1,80,27362,"-1","-1",0,0,"-1","44.90380530150689","attack_DDoS"
3,63721,230,1,0,1,0,0,"31.0","normal"
0,6666,0,"-1","-1",5,11,"-1","13.0","attack_Scanner"
0,8000,40353,"-1","-1",0,6,"-1","5.0","attack_DDoS"
1,80,39185,"-1","-1",0,0,"-1","44.0","attack_DDoS"
0,22568,450,6,0,0,1,4,"13.063642577363678","attack_SQLi"
0,5555,0,"-1","-1",5,11,"-1","0.005383322562598209","attack_Scanner"
0,47588,0,"-1","-1",0,11,"-1","27.0","attack_PathTraversal"
2,60611,297,5,2,1,9,1,"2.0","normal"
0,13350,302,8,0,1,6,0,"53.518024206847116","attack_BruteForce"
1,80,11012,"-1","-1",0,0,"-1","0.004306234650061949","attack_DDoS"
2,58059,169,5,0,0,0,3,"10.0","normal"
0,6666,0,"-1","-1",5,11,"-1","55.300029257795124","attack_Scanner"
0,8080,17030,"-1","-1",0,2,"-1","23.0","attack_DDoS"
