"protocol","port","content_length","content_type","content_charset","method","path","encoding","duration","class"
0,33418,2690,6,0,1,1,0,"31.0","normal"
1,50657,89146,0,0,0,2,3,"10.0","anomaly"
1,39241,2931,4,0,5,2,0,"8.0","normal"
1,4444,3727,2,0,1,2,2,"8.0","anomaly"
2,10621,4530,6,"-1",2,2,0,"60.0","normal"
3,12198,4150,3,1,0,0,3,"7.0","normal"
2,58349,1424,1,0,1,4,3,"1.0","normal"
2,30100,1764,4,0,0,2,"-1","27.0","normal"
0,61413,72236,5,0,1,0,1,"31.0","anomaly"
2,27770,7189,5,1,1,2,0,"6.0","normal"
1,30760,2617,3,0,0,8,2,"6.0","normal"
1,35197,2949,0,2,0,2,0,"24.0","normal"
3,25940,1467,0,0,0,2,2,"11.0","normal"
1,37653,1673,6,0,0,3,0,"31.0","normal"
2,2871,1128,5,0,0,0,3,"16.0","normal"
2,41743,3046,3,0,0,1,2,"6.0","normal"
1,19552,5447,2,0,0,3,3,"48.0","normal"
1,43848,9061,6,0,0,0,2,"78.0","normal"
1,23070,4627,4,0,5,3,"-1","54.0","normal"
3,42898,4631,6,0,0,4,2,"48.0","normal"
0,13464,6380,2,2,0,0,3,"28.0","normal"
3,51035,9278,4,2,0,2,0,"69.0","normal"
3,27041,24263,5,"-1",0,0,1,"8.0","anomaly"
2,7777,7705,5,0,0,0,4,"16.0","anomaly"
3,7777,212,2,0,1,10,"-1","64.0","anomaly"
2,22695,88554,2,0,0,6,2,"9.0","anomaly"
1,20438,3373,5,0,1,4,4,"22.0","normal"
1,35911,7054,6,0,5,1,1,"14.0","normal"
3,48429,2645,0,0,3,6,1,"10.0","normal"
3,46425,46861,6,0,0,0,2,"27.0","anomaly"
1,58590,72432,1,2,0,10,0,"4.0","anomaly"
2,10041,2741,0,0,1,2,2,"30.0","normal"
3,27293,85963,1,2,0,8,0,"8.0","anomaly"
2,33942,1003,3,2,0,2,0,"4.0","normal"
2,33149,5741,1,0,2,0,0,"9.0","normal"
1,11807,6792,3,1,0,7,0,"20.0","normal"
3,7613,37255,2,2,0,2,0,"8.0","anomaly"
0,12243,6495,2,0,0,2,2,"45.0","normal"
3,26795,8075,5,0,1,2,"-1","0.0","normal"
1,45218,9067,5,"-1",1,0,1,"49.0","normal"
2,35831,699,3,1,0,9,0,"7.0","normal"
1,3033,2774,5,1,0,4,2,"6.0","normal"
1,13202,8275,1,2,0,6,3,"1.0","normal"
0,31971,7616,4,1,1,10,2,"11.0","normal"
3,17519,1649,4,0,2,0,2,"0.05434827273283785","anomaly"
1,53524,7246,4,0,0,9,1,"16.0","normal"
3,6721,7742,3,0,0,8,3,"0.0","normal"
3,33393,73276,5,"-1",0,6,3,"1.0","anomaly"
2,38752,3719,0,0,0,0,2,"4.0","normal"
0,2300,3259,5,0,1,4,3,"13.0","normal"
0,5555,8989,4,0,5,0,"-1","74.0","anomaly"
3,4996,882,0,0,0,2,3,"2.0","normal"
2,4444,1569,2,0,0,8,2,"55.0","anomaly"
1,32020,6049,3,0,1,2,0,"26.0","normal"
0,14421,2936,4,0,0,5,"-1","5.0","normal"
3,56513,1095,2,0,0,2,1,"0.03894488096262118","anomaly"
1,4003,1917,2,0,1,10,0,"4.0","normal"
1,38488,478,5,0,1,3,0,"3.0","normal"
2,31104,1906,4,0,0,2,0,"0.00658659911671422","anomaly"
2,48353,3281,6,0,0,6,2,"0.07067688730006054","anomaly"
1,5555,9727,5,2,1,1,2,"7.0","anomaly"
0,3723,2838,3,0,0,2,3,"11.0","normal"
3,21744,8533,2,0,1,0,2,"16.0","normal"
1,8977,4384,1,0,0,3,0,"6.0","normal"
3,59934,6782,2,"-1",0,5,1,"4.0","normal"
1,13881,6862,4,0,1,8,0,"0.036816675802346946","anomaly"
2,37379,1672,3,0,1,2,0,"0.08517217000021418","anomaly"
2,34272,9953,4,0,1,3,1,"4.0","normal"
2,27584,555,3,0,0,0,1,"0.02611796540585798","anomaly"
3,62186,3811,0,2,0,2,0,"21.0","normal"
1,58310,7951,1,0,1,2,0,"27.0","normal"
0,19288,6031,4,0,0,4,"-1","13.0","normal"
1,46668,8718,5,0,0,0,2,"82.0","normal"
0,18778,8954,1,0,2,0,4,"33.0","normal"
2,56701,2258,0,0,0,4,1,"11.0","normal"
1,41626,2077,5,0,1,7,1,"13.0","normal"
0,21582,2526,5,0,0,9,3,"2.0","normal"
1,56450,8532,1,2,0,8,1,"13.0","normal"
2,6666,3845,6,0,0,0,4,"12.0","anomaly"
3,49241,9256,2,1,0,0,0,"42.0","normal"
3,6799,126,5,2,1,4,0,"5.0","normal"
2,44194,5935,1,0,1,4,0,"3.0","normal"
2,36807,3129,1,0,0,4,2,"42.0","normal"
1,6318,3892,3,0,0,2,4,"0.0","normal"
1,18082,2506,3,2,4,0,"-1","6.0","normal"
1,37961,4938,3,0,1,0,4,"3.0","normal"
1,52894,156,0,2,0,2,0,"21.0","normal"
3,51884,13407,2,0,1,9,0,"21.0","anomaly"
2,12850,4920,0,0,0,0,0,"4.0","normal"
3,3715,4804,2,0,0,8,2,"5.0","normal"
1,39384,6320,6,0,0,0,1,"77.0","normal"
1,12497,5634,3,0,0,4,2,"7.0","normal"
3,4444,4939,2,0,0,9,"-1","34.0","anomaly"
0,44395,58284,3,0,0,6,"-1","7.0","anomaly"
2,17186,4523,0,0,0,2,2,"20.0","normal"
0,40679,7011,0,0,0,8,3,"14.0","normal"
3,46851,5877,5,0,1,2,4,"3.0","normal"
2,52149,5131,0,0,0,4,4,"16.0","normal"
0,53599,6358,0,0,0,1,1,"31.0","normal"
3,9914,7206,4,0,0,2,0,"5.0","normal"
3,61891,2975,0,0,1,4,1,"0.058512644576063505","anomaly"
0,21408,8092,1,0,0,10,"-1","4.0","normal"
2,53719,1737,4,0,1,0,"-1","0.008516576999030924","anomaly"
0,5478,5682,2,0,0,1,4,"0.07261124173944357","anomaly"
0,12255,5835,0,0,0,2,2,"0.013677250320015301","anomaly"
2,6666,8458,3,0,0,9,3,"3.0","anomaly"
0,36363,6420,1,0,1,8,1,"28.0","normal"
2,52012,6770,2,0,2,2,0,"2.0","normal"
1,54017,7943,1,2,0,0,0,"27.0","normal"
0,44063,7928,4,1,1,0,4,"38.0","normal"
2,50141,6043,6,1,0,2,0,"19.0","normal"
3,36638,4591,0,0,0,2,0,"13.0","normal"
0,54916,4823,2,0,0,0,0,"26.0","normal"
0,5555,8795,5,0,0,2,1,"44.0","anomaly"
2,39948,74617,2,0,0,0,1,"1.0","anomaly"
0,46969,1260,0,0,1,5,0,"63.0","normal"
2,1457,4898,3,0,1,10,2,"0.0251371129240501","anomaly"
3,27123,4466,0,0,0,2,2,"0.026021460730229852","anomaly"
1,27395,9519,3,1,0,1,0,"22.0","normal"
3,47131,2832,3,2,0,2,2,"26.0","normal"
1,38924,25981,0,0,3,0,"-1","17.0","anomaly"
3,15470,276,0,0,1,0,2,"9.0","normal"
0,58042,2321,6,0,1,1,3,"40.0","normal"
0,31479,5162,4,"-1",0,0,0,"21.0","normal"
2,44499,2346,4,0,0,0,0,"41.0","normal"
3,24733,9903,1,"-1",0,4,4,"26.0","normal"
3,45317,4332,1,2,2,2,1,"5.0","normal"
2,37997,12604,3,0,1,0,1,"10.0","anomaly"
1,15870,4922,6,0,1,4,0,"83.0","normal"
3,43930,8636,6,0,0,0,0,"1.0","normal"
1,62266,6567,1,2,1,5,2,"13.0","normal"
3,45010,5523,6,2,0,0,3,"42.0","normal"
0,42898,3748,0,0,0,0,"-1","12.0","normal"
2,4315,596,6,2,0,6,0,"52.0","normal"
3,11220,4086,4,0,0,2,3,"14.0","normal"
0,44153,9752,4,1,1,4,0,"0.07555874409777283","anomaly"
3,25860,2176,3,1,1,4,0,"16.0","normal"
3,34416,9120,6,0,0,2,2,"10.0","normal"
2,49679,3664,6,0,1,2,1,"5.0","normal"
0,51318,5811,2,0,0,4,0,"22.0","normal"
0,20777,3862,0,0,0,2,2,"23.0","normal"
1,47084,2220,5,0,1,8,4,"19.0","normal"
1,7760,8160,5,2,0,7,1,"32.0","normal"
0,39386,9290,4,1,0,3,3,"33.0","normal"
3,45441,7954,5,0,0,5,2,"13.0","normal"
2,48695,4992,2,0,0,2,0,"62.0","normal"
0,25861,1141,5,0,0,0,0,"19.0","normal"
3,57268,1428,6,"-1",1,7,0,"0.02551719344500346","anomaly"
3,20955,9065,4,0,0,2,1,"1.0","normal"
1,38234,22092,4,0,0,0,0,"1.0","anomaly"
0,27944,9275,6,0,5,2,0,"12.0","normal"
0,16411,3809,0,0,0,10,0,"38.0","normal"
0,47775,3276,2,0,0,9,0,"6.0","normal"
3,55376,1151,1,0,4,4,0,"59.0","normal"
1,43657,42383,2,0,1,0,2,"32.0","anomaly"
0,38107,4362,5,0,1,0,2,"0.09563462665900901","anomaly"
2,34444,1181,6,1,0,0,4,"33.0","normal"
1,27268,183,3,0,1,2,0,"3.0","normal"
2,45350,8307,5,0,0,10,0,"26.0","normal"
1,28254,6382,0,1,1,6,3,"27.0","normal"
1,4444,7756,2,0,0,9,1,"10.0","anomaly"
2,20586,8070,0,"-1",1,0,4,"33.0","normal"
0,8459,8383,6,2,0,0,0,"3.0","normal"
3,40057,7447,1,0,0,2,3,"0.08451219449167624","anomaly"
2,33881,8334,1,1,0,4,0,"14.0","normal"
1,18543,8490,1,0,0,2,0,"0.010245384618112774","anomaly"
2,17955,8996,0,0,0,9,4,"23.0","normal"
2,57418,8684,2,2,0,1,0,"2.0","normal"
1,16621,1696,6,0,0,9,4,"3.0","normal"
0,15308,160,1,0,0,1,0,"0.0","normal"
1,64927,5629,1,0,3,2,4,"11.0","normal"
0,7777,5494,2,0,2,0,2,"15.0","anomaly"
3,31367,29061,1,2,0,7,0,"50.0","anomaly"
0,49431,3829,6,0,0,3,0,"13.0","normal"
2,44726,3561,4,0,0,6,"-1","14.0","normal"
1,47675,7382,5,0,0,2,0,"7.0","normal"
3,64845,3168,1,2,0,2,2,"23.0","normal"
2,44355,5592,2,0,1,0,2,"20.0","normal"
3,57525,2630,6,0,1,4,0,"45.0","normal"
3,33043,2566,1,"-1",1,4,0,"3.0","normal"
3,32836,3644,2,0,1,0,1,"23.0","normal"
3,17287,6547,2,0,2,6,2,"3.0","normal"
3,19197,238,1,"-1",5,0,0,"61.0","normal"
0,51191,23589,3,0,1,2,2,"34.0","anomaly"
2,55334,5780,0,0,0,0,3,"2.0","normal"
1,50111,9323,6,2,0,4,0,"65.0","normal"
0,8080,9493,4,1,0,10,0,"6.0","anomaly"
2,7777,3515,2,1,1,0,0,"21.0","anomaly"
0,4444,3803,5,0,2,2,0,"6.0","anomaly"
1,32219,2686,0,0,2,9,0,"0.006939666211866791","anomaly"
3,37194,8848,4,1,0,10,2,"80.0","normal"
0,19355,9635,1,0,1,2,2,"53.0","normal"
2,21355,2371,2,0,1,9,0,"17.0","normal"
3,47253,1716,4,0,1,2,0,"1.0","normal"
3,30551,5660,3,2,0,9,0,"0.08901008600325078","anomaly"
1,50112,3278,3,0,0,9,3,"5.0","normal"
0,7535,2014,6,0,0,7,2,"33.0","normal"
2,6666,665,2,0,0,8,2,"25.0","anomaly"
1,28028,1216,4,"-1",0,0,2,"11.0","normal"
2,52962,2806,0,0,1,4,0,"4.0","normal"
3,6795,8728,0,0,0,4,4,"19.0","normal"
0,50250,1637,2,1,0,10,"-1","18.0","normal"
3,9861,8758,2,0,1,6,1,"6.0","normal"
3,27521,1505,6,0,0,2,3,"75.0","normal"
0,7777,1469,0,0,0,0,1,"31.0","anomaly"
1,4444,2272,1,1,1,0,0,"0.0","anomaly"
2,61378,1657,2,2,0,0,0,"3.0","normal"
0,8080,3232,1,0,0,0,0,"13.0","anomaly"
3,32790,249,3,2,0,2,0,"27.0","normal"
2,13952,5254,3,0,0,0,3,"0.0","normal"
2,40082,1986,4,1,1,7,0,"0.0","normal"
0,8080,4581,2,0,0,8,"-1","12.0","anomaly"
0,16569,8622,0,0,0,4,0,"4.0","normal"
3,4111,5904,1,0,1,9,2,"1.0","normal"
3,37151,5898,3,0,0,9,2,"39.0","normal"
2,38051,7399,0,0,0,1,2,"0.07592129804432501","anomaly"
1,64606,1096,1,0,0,1,0,"18.0","normal"
0,54995,294,3,0,0,0,"-1","0.06476424977867588","anomaly"
0,18285,539,4,0,0,10,0,"2.0","normal"
0,50463,73503,4,0,0,9,3,"1.0","anomaly"
2,15384,53705,6,0,0,1,1,"1.0","anomaly"
1,22726,2642,1,0,0,5,0,"17.0","normal"
0,28772,1462,3,0,0,2,4,"13.0","normal"
2,1424,5882,1,1,0,0,0,"0.0","normal"
3,44103,8411,4,0,0,0,0,"1.0","normal"
0,44377,4478,2,0,0,0,2,"20.0","normal"
1,60702,8711,1,0,1,2,3,"6.0","normal"
1,63719,8627,0,0,0,10,2,"0.0","normal"
1,29844,6079,2,0,1,2,1,"21.0","normal"
1,17377,4559,3,"-1",0,3,2,"39.0","normal"
3,59812,64858,1,1,1,0,0,"11.0","anomaly"
0,46262,27511,0,0,1,2,2,"17.0","anomaly"
0,29980,4796,6,0,0,4,"-1","34.0","normal"
3,34043,4306,5,0,0,0,3,"2.0","normal"
2,62904,3690,2,0,0,0,1,"0.09991268891574973","anomaly"
1,37448,3882,6,0,1,1,3,"76.0","normal"
3,49760,5097,0,"-1",1,4,2,"23.0","normal"
2,62687,8669,0,0,0,1,1,"12.0","normal"
2,16240,2017,6,0,0,7,2,"15.0","normal"
2,35591,9080,2,2,0,6,3,"18.0","normal"
2,2624,2668,5,0,0,10,4,"44.0","normal"
3,40182,877,1,0,0,0,0,"9.0","normal"
0,58066,5953,4,"-1",0,9,0,"15.0","normal"
1,20258,8353,3,0,0,0,4,"39.0","normal"
1,27172,6683,3,0,0,4,0,"3.0","normal"
1,63990,7876,3,0,0,0,3,"12.0","normal"
2,41235,171,2,0,1,3,2,"11.0","normal"
2,51850,1015,0,0,0,2,2,"43.0","normal"
1,64875,3136,5,2,0,0,"-1","28.0","normal"
1,26846,7871,1,0,3,4,2,"33.0","normal"
0,7336,1316,0,0,2,0,2,"0.04420303387721702","anomaly"
2,60886,7982,2,0,0,0,0,"34.0","normal"
3,48804,8548,6,2,0,0,0,"1.0","normal"
1,6666,6552,5,0,0,1,0,"22.0","anomaly"
1,1209,2240,5,0,1,4,0,"10.0","normal"
1,1773,41002,3,1,2,7,0,"21.0","anomaly"
1,47478,7686,5,2,0,3,2,"13.0","normal"
0,61797,4275,4,0,1,0,2,"3.0","normal"
1,13645,7972,1,0,5,0,0,"11.0","normal"
2,38206,1524,3,"-1",0,6,1,"17.0","normal"
0,40927,7192,3,"-1",0,2,"-1","17.0","normal"
2,55421,2330,5,0,0,8,3,"2.0","normal"
3,7777,1356,5,0,0,2,2,"24.0","anomaly"
2,24548,2345,1,0,0,2,1,"3.0","normal"
3,53325,5649,3,1,1,10,0,"0.07875072440049957","anomaly"
2,7102,4236,0,0,1,5,3,"2.0","normal"
3,19308,6354,3,0,0,0,2,"5.0","normal"
3,7777,3083,4,0,1,0,0,"9.0","anomaly"
1,16932,7795,6,0,2,0,3,"0.0632688395972375","anomaly"
3,50775,4340,1,0,0,6,2,"37.0","normal"
0,24146,4493,6,0,0,0,2,"13.0","normal"
0,38602,6681,5,0,0,3,0,"11.0","normal"
1,43737,4334,5,2,0,3,2,"5.0","normal"
1,8957,6047,6,0,0,2,2,"44.0","normal"
1,18872,2524,2,0,0,9,3,"63.0","normal"
2,32059,4933,4,2,1,3,2,"7.0","normal"
0,39333,9009,4,0,1,4,1,"37.0","normal"
2,50919,1447,6,0,0,3,0,"0.03032282806233825","anomaly"
0,36737,2953,2,0,0,2,3,"5.0","normal"
0,61682,3676,5,0,1,2,"-1","19.0","normal"
0,6666,91,5,0,1,6,0,"2.0","anomaly"
3,6666,8281,0,"-1",0,0,"-1","0.0","anomaly"
0,47114,22918,2,0,0,6,1,"2.0","anomaly"
2,55809,8100,5,2,1,0,1,"11.0","normal"
1,34090,5033,2,0,1,4,1,"14.0","normal"
3,50043,9408,1,0,2,1,0,"11.0","normal"
3,63560,2598,3,0,1,9,1,"13.0","normal"
0,21976,3645,3,2,0,0,4,"5.0","normal"
0,56589,7669,4,2,1,2,3,"0.03991005869646898","anomaly"
2,20381,7910,2,0,0,5,2,"0.08541864957944252","anomaly"
0,7777,3285,0,0,0,6,0,"33.0","anomaly"
3,31030,4938,3,0,0,2,1,"0.006117809767380256","anomaly"
0,29198,9643,0,1,0,0,0,"20.0","normal"
0,4444,5917,2,0,1,0,0,"10.0","anomaly"
0,15204,6711,2,0,0,2,0,"33.0","normal"
2,16703,4951,0,0,0,9,"-1","5.0","normal"
1,61871,83231,0,0,0,5,0,"42.0","anomaly"
1,17271,2892,0,0,0,4,0,"4.0","normal"
2,3894,7798,1,0,1,9,3,"27.0","normal"
2,23896,5141,6,0,1,3,0,"26.0","normal"
3,25307,6022,4,0,1,3,0,"2.0","normal"
2,40110,5423,4,1,0,6,0,"10.0","normal"
2,57648,3961,2,1,1,3,3,"29.0","normal"
3,58999,2721,4,"-1",0,1,0,"0.0","normal"
0,57361,7763,4,0,0,0,4,"3.0","normal"
3,11374,88922,6,0,1,0,4,"107.0","anomaly"
1,55559,3783,6,"-1",0,4,"-1","68.0","normal"
3,14183,8339,5,0,1,3,0,"5.0","normal"
1,22851,2841,6,0,1,0,0,"35.0","normal"
1,15531,9036,3,0,1,2,0,"40.0","normal"
1,36374,8579,3,0,1,10,2,"5.0","normal"
1,47015,2381,4,0,0,0,2,"7.0","normal"
3,48268,3201,4,2,1,0,0,"0.005866083160048986","anomaly"
2,22146,6336,0,0,1,3,3,"14.0","normal"
1,63789,6008,5,0,0,2,0,"37.0","normal"
3,23322,4208,5,2,0,2,2,"29.0","normal"
3,29327,5930,0,0,0,8,0,"21.0","normal"
2,1920,8662,4,"-1",0,8,0,"14.0","normal"
3,6666,1067,0,0,0,0,0,"5.0","anomaly"
1,28885,721,0,0,1,1,4,"18.0","normal"
3,32691,6799,4,0,1,4,0,"5.0","normal"
0,30270,397,3,"-1",1,2,0,"39.0","normal"
0,52408,9171,4,0,0,6,0,"3.0","normal"
2,10473,4868,5,0,1,2,2,"0.06524639830079668","anomaly"
0,18865,1504,3,0,0,5,1,"5.0","normal"
0,46421,3854,5,0,0,2,3,"7.0","normal"
1,34804,4970,2,1,0,0,0,"4.0","normal"
3,62697,2440,5,0,0,4,"-1","2.0","normal"
2,19874,6533,1,0,0,9,0,"10.0","normal"
1,51234,9399,5,0,0,2,0,"11.0","normal"
3,11133,6004,6,0,0,0,2,"5.0","normal"
2,12538,5089,1,0,0,2,1,"16.0","normal"
2,4820,2792,1,"-1",0,2,4,"4.0","normal"
3,8080,4381,0,0,0,10,0,"43.0","anomaly"
1,60847,3246,2,0,1,10,0,"5.0","normal"
0,6703,4749,5,0,1,0,0,"11.0","normal"
3,54632,4541,3,"-1",0,0,"-1","0.0033514307345358985","anomaly"
0,54157,4855,2,"-1",0,0,4,"18.0","normal"
3,53528,2223,3,0,1,0,2,"2.0","normal"
2,2921,6519,1,1,3,4,0,"5.0","normal"
1,6942,2654,2,0,1,7,2,"46.0","normal"
2,57023,61446,0,0,0,0,0,"2.0","anomaly"
3,52845,1574,4,2,1,2,"-1","7.0","normal"
3,41514,6019,4,0,0,0,1,"28.0","normal"
0,30167,4218,5,0,0,3,1,"22.0","normal"
2,34255,5753,4,1,0,2,2,"3.0","normal"
0,48724,53201,2,1,0,8,2,"7.0","anomaly"
3,1199,4620,4,0,1,1,0,"5.0","normal"
1,25006,6821,2,0,0,4,3,"1.0","normal"
3,36029,7241,6,1,0,4,2,"1.0","normal"
0,6192,2603,1,0,0,0,0,"49.0","normal"
0,48990,2566,2,0,1,2,2,"9.0","normal"
1,40020,3435,4,0,0,0,1,"11.0","normal"
3,53753,3398,1,0,1,9,4,"5.0","normal"
3,16841,6582,5,0,0,3,"-1","3.0","normal"
1,37176,4500,0,0,0,2,2,"5.0","normal"
3,56565,7295,4,0,0,1,"-1","26.0","normal"
3,8786,5074,5,0,1,4,2,"1.0","normal"
3,64620,8751,2,1,2,8,0,"1.0","normal"
1,24833,4654,2,0,0,0,1,"13.0","normal"
3,45793,1814,0,0,1,2,1,"1.0","normal"
3,59958,5540,3,2,0,5,3,"12.0","normal"
1,35884,63682,3,0,1,2,3,"1.0","anomaly"
1,60361,3313,5,0,0,2,0,"15.0","normal"
0,55987,6614,1,0,0,0,0,"0.05030222129452007","anomaly"
2,24036,3849,2,0,1,2,3,"10.0","normal"
2,64210,88377,3,2,0,7,1,"2.0","anomaly"
3,21950,2663,4,2,2,0,0,"14.0","normal"
1,9276,6394,3,1,1,4,2,"41.0","normal"
3,5555,2423,0,0,1,2,0,"3.0","anomaly"
3,10034,9867,3,0,1,2,"-1","0.03795886703393012","anomaly"
0,36367,6614,4,1,0,2,4,"9.0","normal"
2,30828,6761,0,0,0,2,0,"1.0","normal"
1,31154,7116,4,0,0,0,4,"6.0","normal"
0,52746,2244,0,0,1,6,0,"1.0","normal"
1,32852,7500,2,"-1",0,5,3,"15.0","normal"
2,30617,8435,0,"-1",0,4,0,"14.0","normal"
3,38607,2775,4,0,1,10,"-1","26.0","normal"
3,25472,8961,0,0,0,8,"-1","0.0545600680263415","anomaly"
1,28960,375,3,0,0,10,0,"10.0","normal"
3,29289,8342,4,1,0,4,"-1","5.0","normal"
2,5555,223,6,0,0,0,0,"31.0","anomaly"
0,38786,1757,1,0,0,8,0,"10.0","normal"
2,56364,9836,2,0,0,0,"-1","33.0","normal"
0,55857,7995,0,0,0,7,4,"22.0","normal"
2,33957,52001,3,0,2,4,4,"2.0","anomaly"
3,52087,7964,4,0,1,4,2,"0.07164263866560665","anomaly"
1,2706,2378,4,0,0,2,0,"11.0","normal"
1,45471,1231,3,1,0,2,"-1","4.0","normal"
3,48125,2845,1,0,3,0,1,"17.0","normal"
0,4020,3697,6,0,5,10,2,"0.03260879797800881","anomaly"
0,64845,5057,5,0,0,2,0,"0.04998206595750823","anomaly"
3,51051,8558,0,0,1,4,3,"0.009064822904853576","anomaly"
3,37693,495,1,0,0,8,1,"0.0846841558100434","anomaly"
0,33126,7706,2,0,0,6,0,"7.0","normal"
0,1099,5314,3,0,5,9,"-1","1.0","normal"
0,37920,2749,1,0,2,4,0,"41.0","normal"
0,29268,4055,6,0,0,4,0,"0.030555663416101365","anomaly"
1,65397,2376,3,0,1,0,1,"13.0","normal"
2,24787,9381,5,0,0,0,3,"25.0","normal"
2,62282,7124,2,0,1,6,0,"8.0","normal"
3,6271,7127,1,2,1,4,0,"6.0","normal"
3,18703,2850,2,0,1,2,3,"0.06111909146706786","anomaly"
0,21305,4657,0,2,0,0,0,"10.0","normal"
3,54808,7727,0,0,1,2,4,"0.045102561119303865","anomaly"
3,49617,470,1,0,0,0,1,"0.0928060355650565","anomaly"
0,57807,5594,0,0,1,0,0,"5.0","normal"
1,2294,8841,5,0,1,0,0,"11.0","normal"
3,15151,9829,2,0,0,2,"-1","7.0","normal"
2,6666,9964,6,1,0,0,2,"18.0","anomaly"
1,20683,4601,4,0,0,1,1,"0.013431229977918669","anomaly"
1,2746,1410,2,0,2,0,2,"44.0","normal"
0,49498,5972,2,0,1,4,1,"0.024043983567449925","anomaly"
0,21024,5808,6,0,0,7,"-1","2.0","normal"
0,22039,14037,2,0,0,9,2,"19.0","anomaly"
1,50080,4813,1,0,1,4,2,"10.0","normal"
1,51287,7393,0,0,0,9,0,"64.0","normal"
2,4075,870,2,0,0,7,3,"0.08851838693167441","anomaly"
0,11638,5645,3,0,1,0,2,"5.0","normal"
2,28651,5944,4,0,1,8,0,"4.0","normal"
1,60356,2230,2,"-1",1,2,"-1","15.0","normal"
3,10703,2987,0,0,0,0,0,"6.0","normal"
1,21091,9076,2,0,0,2,0,"40.0","normal"
2,14472,9726,0,0,0,0,3,"15.0","normal"
2,29898,9916,0,0,0,0,2,"13.0","normal"
0,28286,5615,2,0,0,2,2,"1.0","normal"
2,19900,2044,4,0,0,4,3,"63.0","normal"
0,31142,1609,3,0,1,0,1,"14.0","normal"
1,22267,8931,6,0,1,2,2,"43.0","normal"
1,2904,7389,2,1,1,4,4,"11.0","normal"
3,34271,6617,0,2,1,4,0,"3.0","normal"
3,5559,6155,0,0,1,5,0,"0.0","normal"
1,56368,1191,4,0,0,6,0,"4.0","normal"
2,28552,6039,1,0,0,0,4,"5.0","normal"
0,31132,7427,2,"-1",1,4,"-1","29.0","normal"
2,10039,6322,3,0,1,0,0,"64.0","normal"
1,16789,1230,5,0,0,0,3,"11.0","normal"
3,51891,5882,5,1,3,0,0,"49.0","normal"
3,47163,1537,3,1,0,0,0,"17.0","normal"
1,5332,1641,2,0,1,0,4,"13.0","normal"
1,8458,2713,3,0,1,2,4,"2.0","normal"
3,17647,3398,4,0,1,0,2,"56.0","normal"
2,51934,5515,1,0,0,0,1,"8.0","normal"
0,7777,8384,5,0,0,3,"-1","19.0","anomaly"
2,32759,4887,0,0,1,10,0,"10.0","normal"
3,13576,861,5,0,0,8,0,"56.0","normal"
3,18520,2828,3,2,2,0,0,"9.0","normal"
0,16698,6414,5,0,3,5,4,"1.0","normal"
3,9438,7395,3,2,0,2,2,"13.0","normal"
3,58752,8501,6,0,0,2,3,"0.0","normal"
2,18933,1473,2,0,0,1,0,"9.0","normal"
3,6666,8071,6,0,0,2,1,"14.0","anomaly"
1,20869,2048,3,0,3,0,2,"17.0","normal"
0,53545,7081,4,0,0,4,0,"17.0","normal"
2,62558,8625,3,0,0,2,3,"2.0","normal"
2,19749,816,1,0,0,10,0,"4.0","normal"
0,53000,7008,6,0,0,1,0,"0.0","normal"
2,5433,43216,4,"-1",2,3,2,"14.0","anomaly"
0,64254,7566,0,2,0,3,"-1","3.0","normal"
3,3423,6413,0,"-1",0,0,"-1","7.0","normal"
0,47540,2672,0,0,0,0,"-1","52.0","normal"
3,33423,7024,5,2,0,9,4,"6.0","normal"
0,43372,9475,5,0,0,4,0,"20.0","normal"
2,14850,1884,6,0,0,0,2,"3.0","normal"
3,34943,25,5,0,2,0,2,"8.0","normal"
1,26162,6251,4,0,0,1,4,"30.0","normal"
0,18073,8995,3,0,4,9,3,"42.0","normal"
3,53978,6217,5,0,2,0,0,"12.0","normal"
0,2304,6801,1,0,0,4,"-1","12.0","normal"
1,20990,8314,5,1,0,5,2,"0.0006326153556150183","anomaly"
1,7777,7280,3,0,0,2,0,"12.0","anomaly"
1,28578,5283,4,0,0,2,0,"29.0","normal"
3,53200,3722,5,0,2,0,3,"23.0","normal"
1,45221,3178,0,1,1,4,0,"62.0","normal"
3,46799,6326,1,0,0,2,"-1","23.0","normal"
1,33154,6502,2,0,1,6,2,"12.0","normal"
3,56426,861,5,0,0,4,1,"22.0","normal"
2,51212,204,5,1,0,2,0,"0.0","normal"
1,43406,52925,0,1,0,3,0,"46.0","anomaly"
2,1631,43588,6,2,0,10,0,"11.0","anomaly"
0,46157,2786,5,2,0,2,0,"21.0","normal"
3,17244,20468,6,0,0,2,"-1","17.0","anomaly"
1,34660,72094,1,2,0,3,0,"11.0","anomaly"
2,34607,4532,5,0,0,7,1,"0.024161017757538997","anomaly"
0,50169,154,1,0,1,1,3,"13.0","normal"
0,58751,5884,3,0,2,0,0,"6.0","normal"
2,27659,5866,4,0,0,0,2,"3.0","normal"
3,10047,7433,6,0,1,0,0,"11.0","normal"
0,32414,1466,6,0,2,6,2,"15.0","normal"
1,8080,1699,0,0,4,0,4,"9.0","anomaly"
2,49247,261,2,0,0,1,"-1","4.0","normal"
1,5703,182,2,0,0,2,4,"13.0","normal"
1,5555,779,3,0,0,5,0,"12.0","anomaly"
0,51585,8316,0,0,0,3,2,"9.0","normal"
3,4444,3370,2,0,0,4,0,"25.0","anomaly"
